SID,timestamp,lat,lon,wind,pressure
DEMO-0009,2021-05-19 06:00:00,6.691,87.804,47.1,968.8
DEMO-0009,2021-05-19 12:00:00,6.778,87.72,45.7,971.0
DEMO-0009,2021-05-19 18:00:00,6.829,87.694,45.6,971.2
DEMO-0009,2021-05-20 00:00:00,6.926,87.569,48.1,967.4
DEMO-0009,2021-05-20 06:00:00,6.961,87.457,49.7,964.9
DEMO-0009,2021-05-20 12:00:00,7.032,87.378,51.2,962.8
DEMO-0009,2021-05-20 18:00:00,7.105,87.314,53.2,959.7
DEMO-0009,2021-05-21 00:00:00,7.186,87.241,52.3,961.1
DEMO-0009,2021-05-21 06:00:00,7.225,87.181,53.3,959.6
DEMO-0009,2021-05-21 12:00:00,7.335,87.125,52.0,961.6
DEMO-0009,2021-05-21 18:00:00,7.391,87.069,52.7,960.4
DEMO-0009,2021-05-22 00:00:00,7.486,87.02,50.9,963.1
DEMO-0009,2021-05-22 06:00:00,7.603,86.972,51.8,961.7
DEMO-0009,2021-05-22 12:00:00,7.691,86.897,50.3,964.0
DEMO-0009,2021-05-22 18:00:00,7.789,86.812,49.4,965.5
DEMO-0009,2021-05-23 00:00:00,7.829,86.741,50.3,964.1
DEMO-0009,2021-05-23 06:00:00,7.897,86.639,50.8,963.3
DEMO-0009,2021-05-23 12:00:00,7.968,86.505,48.5,966.8
DEMO-0009,2021-05-23 18:00:00,8.033,86.422,49.2,965.7
DEMO-0009,2021-05-24 00:00:00,8.144,86.378,49.3,965.5
DEMO-0009,2021-05-24 06:00:00,8.206,86.28,47.9,967.6
DEMO-0009,2021-05-24 12:00:00,8.234,86.159,46.6,969.6
DEMO-0009,2021-05-24 18:00:00,8.325,86.052,44.7,972.5
DEMO-0010,2022-05-09 00:00:00,8.284,69.307,43.1,974.8
DEMO-0010,2022-05-09 06:00:00,8.325,69.177,45.4,971.4
DEMO-0010,2022-05-09 12:00:00,8.406,69.082,47.0,969.0
DEMO-0010,2022-05-09 18:00:00,8.45,68.948,46.4,969.8
DEMO-0010,2022-05-10 00:00:00,8.534,68.879,45.2,971.7
DEMO-0010,2022-05-10 06:00:00,8.638,68.794,45.8,970.8
DEMO-0010,2022-05-10 12:00:00,8.721,68.718,47.2,968.7
DEMO-0010,2022-05-10 18:00:00,8.77,68.569,47.1,968.8
DEMO-0010,2022-05-11 00:00:00,8.847,68.443,48.3,967.1
DEMO-0010,2022-05-11 06:00:00,8.919,68.34,50.6,963.6
DEMO-0010,2022-05-11 12:00:00,8.994,68.292,51.1,962.8
DEMO-0010,2022-05-11 18:00:00,9.016,68.256,49.8,964.8
DEMO-0010,2022-05-12 00:00:00,9.074,68.154,51.3,962.6
DEMO-0010,2022-05-12 06:00:00,9.13,68.013,50.8,963.4
DEMO-0010,2022-05-12 12:00:00,9.216,67.876,51.6,962.1
DEMO-0010,2022-05-12 18:00:00,9.312,67.744,51.5,962.3
DEMO-0010,2022-05-13 00:00:00,9.365,67.677,53.3,959.5
DEMO-0010,2022-05-13 06:00:00,9.454,67.655,53.7,958.9
DEMO-0010,2022-05-13 12:00:00,9.492,67.522,55.1,956.9
DEMO-0010,2022-05-13 18:00:00,9.606,67.377,54.4,957.9
DEMO-0010,2022-05-14 00:00:00,9.706,67.342,54.2,958.2
DEMO-0010,2022-05-14 06:00:00,9.757,67.244,55.9,955.6
DEMO-0010,2022-05-14 12:00:00,9.824,67.099,57.0,954.0
DEMO-0010,2022-05-14 18:00:00,9.872,67.061,55.7,955.9
DEMO-0010,2022-05-15 00:00:00,9.958,66.946,57.4,953.4
DEMO-0010,2022-05-15 06:00:00,10.022,66.848,57.7,953.0
DEMO-0010,2022-05-15 12:00:00,10.137,66.743,56.9,954.1
DEMO-0010,2022-05-15 18:00:00,10.227,66.64,57.3,953.5
DEMO-0010,2022-05-16 00:00:00,10.255,66.545,55.6,956.2
DEMO-0010,2022-05-16 06:00:00,10.293,66.434,53.1,959.8
DEMO-0010,2022-05-16 12:00:00,10.342,66.342,53.3,959.5
DEMO-0010,2022-05-16 18:00:00,10.407,66.25,52.8,960.2
DEMO-0010,2022-05-17 00:00:00,10.488,66.156,52.1,961.3
DEMO-0010,2022-05-17 06:00:00,10.514,66.094,50.7,963.4
DEMO-0010,2022-05-17 12:00:00,10.609,65.964,47.5,968.3
DEMO-0010,2022-05-17 18:00:00,10.697,65.871,45.3,971.6
DEMO-0010,2022-05-18 00:00:00,10.781,65.768,46.5,969.7
DEMO-0010,2022-05-18 06:00:00,10.817,65.677,45.1,971.9
DEMO-0010,2022-05-18 12:00:00,10.844,65.545,43.7,973.9
DEMO-0010,2022-05-18 18:00:00,10.892,65.52,41.1,977.8
DEMO-0011,2023-11-07 00:00:00,9.928,66.502,37.2,983.6
DEMO-0011,2023-11-07 06:00:00,9.961,66.463,37.5,983.2
DEMO-0011,2023-11-07 12:00:00,10.07,66.371,36.4,984.9
DEMO-0011,2023-11-07 18:00:00,10.159,66.331,36.2,985.2
DEMO-0011,2023-11-08 00:00:00,10.213,66.189,36.8,984.2
DEMO-0011,2023-11-08 06:00:00,10.322,66.15,38.2,982.2
DEMO-0011,2023-11-08 12:00:00,10.435,66.083,39.9,979.7
DEMO-0011,2023-11-08 18:00:00,10.506,65.948,39.2,980.7
DEMO-0011,2023-11-09 00:00:00,10.54,65.901,37.8,982.8
DEMO-0011,2023-11-09 06:00:00,10.615,65.799,39.5,980.3
DEMO-0011,2023-11-09 12:00:00,10.691,65.729,38.3,982.0
DEMO-0011,2023-11-09 18:00:00,10.741,65.709,39.7,979.9
DEMO-0011,2023-11-10 00:00:00,10.814,65.659,41.5,977.2
DEMO-0011,2023-11-10 06:00:00,10.841,65.635,42.6,975.6
DEMO-0011,2023-11-10 12:00:00,10.906,65.573,42.5,975.8
DEMO-0011,2023-11-10 18:00:00,11.014,65.525,43.5,974.2
DEMO-0011,2023-11-11 00:00:00,11.052,65.501,43.7,973.9
DEMO-0011,2023-11-11 06:00:00,11.163,65.358,42.7,975.4
DEMO-0011,2023-11-11 12:00:00,11.199,65.229,42.5,975.7
DEMO-0011,2023-11-11 18:00:00,11.29,65.124,44.8,972.3
DEMO-0011,2023-11-12 00:00:00,11.399,65.084,44.3,973.1
DEMO-0011,2023-11-12 06:00:00,11.483,65.006,43.3,974.6
DEMO-0011,2023-11-12 12:00:00,11.533,64.925,43.8,973.8
DEMO-0011,2023-11-12 18:00:00,11.57,64.897,42.9,975.1
DEMO-0011,2023-11-13 00:00:00,11.656,64.841,43.8,973.7
DEMO-0011,2023-11-13 06:00:00,11.76,64.764,45.6,971.0
DEMO-0011,2023-11-13 12:00:00,11.783,64.62,46.7,969.4
DEMO-0011,2023-11-13 18:00:00,11.86,64.555,46.9,969.2
DEMO-0011,2023-11-14 00:00:00,11.944,64.47,46.6,969.6
DEMO-0011,2023-11-14 06:00:00,12.06,64.382,46.6,969.6
DEMO-0011,2023-11-14 12:00:00,12.11,64.242,43.9,973.6
DEMO-0011,2023-11-14 18:00:00,12.178,64.118,43.5,974.2
DEMO-0011,2023-11-15 00:00:00,12.27,64.064,43.5,974.3
DEMO-0011,2023-11-15 06:00:00,12.303,63.962,42.9,975.1
DEMO-0011,2023-11-15 12:00:00,12.37,63.847,41.3,977.5
DEMO-0011,2023-11-15 18:00:00,12.419,63.747,41.0,978.0
DEMO-0011,2023-11-16 00:00:00,12.525,63.618,39.3,980.6
DEMO-0011,2023-11-16 06:00:00,12.577,63.567,38.2,982.1
DEMO-0011,2023-11-16 12:00:00,12.646,63.457,34.9,987.2
DEMO-0011,2023-11-16 18:00:00,12.717,63.433,32.9,990.2
DEMO-0012,2012-11-05 00:00:00,7.353,88.757,41.9,976.6
DEMO-0012,2012-11-05 06:00:00,7.461,88.701,43.5,974.3
DEMO-0012,2012-11-05 12:00:00,7.518,88.603,44.3,973.1
DEMO-0012,2012-11-05 18:00:00,7.557,88.525,43.1,974.9
DEMO-0012,2012-11-06 00:00:00,7.628,88.475,42.7,975.5
DEMO-0012,2012-11-06 06:00:00,7.747,88.413,41.7,977.0
DEMO-0012,2012-11-06 12:00:00,7.864,88.314,43.3,974.5
DEMO-0012,2012-11-06 18:00:00,7.918,88.287,44.9,972.2
DEMO-0012,2012-11-07 00:00:00,7.958,88.203,45.4,971.4
DEMO-0012,2012-11-07 06:00:00,7.982,88.071,45.2,971.7
DEMO-0012,2012-11-07 12:00:00,8.05,87.98,46.1,970.3
DEMO-0012,2012-11-07 18:00:00,8.121,87.873,47.1,968.9
DEMO-0012,2012-11-08 00:00:00,8.158,87.851,48.5,966.7
DEMO-0012,2012-11-08 06:00:00,8.208,87.745,50.3,964.0
DEMO-0012,2012-11-08 12:00:00,8.281,87.687,50.0,964.4
DEMO-0012,2012-11-08 18:00:00,8.382,87.585,51.2,962.6
DEMO-0012,2012-11-09 00:00:00,8.5,87.511,52.9,960.1
DEMO-0012,2012-11-09 06:00:00,8.593,87.45,51.5,962.2
DEMO-0012,2012-11-09 12:00:00,8.66,87.426,53.2,959.7
DEMO-0012,2012-11-09 18:00:00,8.758,87.351,54.6,957.7
DEMO-0012,2012-11-10 00:00:00,8.836,87.223,55.6,956.1
DEMO-0012,2012-11-10 06:00:00,8.918,87.183,54.7,957.5
DEMO-0012,2012-11-10 12:00:00,9.006,87.037,57.0,954.1
DEMO-0012,2012-11-10 18:00:00,9.037,86.889,56.7,954.4
DEMO-0012,2012-11-11 00:00:00,9.072,86.829,56.8,954.2
DEMO-0012,2012-11-11 06:00:00,9.17,86.799,58.8,951.2
DEMO-0012,2012-11-11 12:00:00,9.264,86.657,57.9,952.7
DEMO-0012,2012-11-11 18:00:00,9.304,86.549,57.5,953.2
DEMO-0012,2012-11-12 00:00:00,9.356,86.422,58.3,952.0
DEMO-0012,2012-11-12 06:00:00,9.411,86.372,58.1,952.4
DEMO-0012,2012-11-12 12:00:00,9.5,86.301,56.1,955.4
DEMO-0012,2012-11-12 18:00:00,9.576,86.181,57.2,953.7
DEMO-0012,2012-11-13 00:00:00,9.625,86.057,57.2,953.7
DEMO-0012,2012-11-13 06:00:00,9.68,86.029,57.6,953.1
DEMO-0012,2012-11-13 12:00:00,9.712,85.967,55.6,956.1
DEMO-0012,2012-11-13 18:00:00,9.814,85.941,56.1,955.4
DEMO-0012,2012-11-14 00:00:00,9.863,85.884,54.5,957.7
DEMO-0012,2012-11-14 06:00:00,9.908,85.796,52.3,961.1
DEMO-0012,2012-11-14 12:00:00,10.022,85.737,49.7,964.9
DEMO-0012,2012-11-14 18:00:00,10.1,85.618,49.4,965.5
DEMO-0013,2013-06-14 00:00:00,5.704,70.395,25.1,1001.8
DEMO-0013,2013-06-14 06:00:00,5.789,70.36,25.5,1001.2
DEMO-0013,2013-06-14 12:00:00,5.874,70.308,25.2,1001.8
DEMO-0013,2013-06-14 18:00:00,5.923,70.166,26.7,999.4
DEMO-0013,2013-06-15 00:00:00,6.008,70.046,28.2,997.2
DEMO-0013,2013-06-15 06:00:00,6.113,69.901,30.4,993.9
DEMO-0013,2013-06-15 12:00:00,6.175,69.86,32.6,990.6
DEMO-0013,2013-06-15 18:00:00,6.198,69.818,34.3,988.1
DEMO-0013,2013-06-16 00:00:00,6.237,69.766,36.2,985.1
DEMO-0013,2013-06-16 06:00:00,6.286,69.621,35.9,985.6
DEMO-0013,2013-06-16 12:00:00,6.366,69.591,35.8,985.8
DEMO-0013,2013-06-16 18:00:00,6.432,69.525,36.4,984.9
DEMO-0013,2013-06-17 00:00:00,6.541,69.392,36.9,984.2
DEMO-0013,2013-06-17 06:00:00,6.588,69.347,36.7,984.4
DEMO-0013,2013-06-17 12:00:00,6.681,69.282,38.1,982.4
DEMO-0013,2013-06-17 18:00:00,6.702,69.175,37.8,982.8
DEMO-0013,2013-06-18 00:00:00,6.79,69.051,38.7,981.4
DEMO-0013,2013-06-18 06:00:00,6.874,68.953,38.9,981.1
DEMO-0013,2013-06-18 12:00:00,6.927,68.855,37.8,982.8
DEMO-0013,2013-06-18 18:00:00,7.045,68.767,40.1,979.4
DEMO-0013,2013-06-19 00:00:00,7.065,68.667,40.3,979.0
DEMO-0013,2013-06-19 06:00:00,7.112,68.56,41.2,977.7
DEMO-0013,2013-06-19 12:00:00,7.189,68.444,41.1,977.8
DEMO-0013,2013-06-19 18:00:00,7.233,68.381,41.5,977.3
DEMO-0013,2013-06-20 00:00:00,7.269,68.32,43.7,974.0
DEMO-0013,2013-06-20 06:00:00,7.378,68.27,44.9,972.1
DEMO-0013,2013-06-20 12:00:00,7.462,68.243,44.9,972.2
DEMO-0013,2013-06-20 18:00:00,7.504,68.217,43.9,973.7
DEMO-0013,2013-06-21 00:00:00,7.623,68.116,43.2,974.6
DEMO-0013,2013-06-21 06:00:00,7.718,68.07,43.3,974.6
DEMO-0013,2013-06-21 12:00:00,7.806,67.997,43.4,974.4
DEMO-0013,2013-06-21 18:00:00,7.879,67.894,44.5,972.8
DEMO-0013,2013-06-22 00:00:00,7.982,67.862,42.2,976.1
DEMO-0013,2013-06-22 06:00:00,8.018,67.823,40.8,978.3
DEMO-0013,2013-06-22 12:00:00,8.11,67.736,41.5,977.3
DEMO-0013,2013-06-22 18:00:00,8.136,67.603,40.1,979.4
DEMO-0013,2013-06-23 00:00:00,8.212,67.541,38.8,981.3
DEMO-0013,2013-06-23 06:00:00,8.257,67.391,37.1,983.9
DEMO-0013,2013-06-23 12:00:00,8.319,67.332,36.7,984.5
DEMO-0013,2013-06-23 18:00:00,8.429,67.311,35.8,985.8
DEMO-0014,2014-11-13 00:00:00,11.746,67.621,42.8,975.3
DEMO-0014,2014-11-13 06:00:00,11.804,67.56,44.0,973.5
DEMO-0014,2014-11-13 12:00:00,11.878,67.495,43.9,973.7
DEMO-0014,2014-11-13 18:00:00,11.916,67.415,44.5,972.8
DEMO-0014,2014-11-14 00:00:00,12.009,67.294,43.0,975.0
DEMO-0014,2014-11-14 06:00:00,12.031,67.183,44.2,973.2
DEMO-0014,2014-11-14 12:00:00,12.105,67.102,46.0,970.5
DEMO-0014,2014-11-14 18:00:00,12.15,66.997,45.6,971.1
DEMO-0014,2014-11-15 00:00:00,12.264,66.941,44.5,972.7
DEMO-0014,2014-11-15 06:00:00,12.365,66.845,46.1,970.4
DEMO-0014,2014-11-15 12:00:00,12.473,66.697,45.4,971.4
DEMO-0014,2014-11-15 18:00:00,12.503,66.552,46.3,970.0
DEMO-0014,2014-11-16 00:00:00,12.594,66.408,47.8,967.8
DEMO-0014,2014-11-16 06:00:00,12.654,66.289,47.1,968.8
DEMO-0014,2014-11-16 12:00:00,12.76,66.146,47.7,968.0
DEMO-0014,2014-11-16 18:00:00,12.809,66.102,49.1,965.9
DEMO-0014,2014-11-17 00:00:00,12.861,66.03,50.3,964.1
DEMO-0014,2014-11-17 06:00:00,12.913,65.919,49.4,965.5
DEMO-0014,2014-11-17 12:00:00,12.999,65.798,49.1,965.9
DEMO-0014,2014-11-17 18:00:00,13.025,65.771,51.1,962.9
DEMO-0014,2014-11-18 00:00:00,13.136,65.702,51.3,962.6
DEMO-0014,2014-11-18 06:00:00,13.206,65.679,53.5,959.2
DEMO-0014,2014-11-18 12:00:00,13.293,65.631,53.3,959.5
DEMO-0014,2014-11-18 18:00:00,13.355,65.5,53.3,959.5
DEMO-0014,2014-11-19 00:00:00,13.45,65.412,55.2,956.7
DEMO-0014,2014-11-19 06:00:00,13.5,65.354,56.9,954.1
DEMO-0014,2014-11-19 12:00:00,13.612,65.277,59.3,950.5
DEMO-0014,2014-11-19 18:00:00,13.687,65.144,57.6,953.1
DEMO-0014,2014-11-20 00:00:00,13.772,65.114,58.4,951.9
DEMO-0014,2014-11-20 06:00:00,13.864,64.989,56.3,955.1
DEMO-0014,2014-11-20 12:00:00,13.945,64.953,53.8,958.8
DEMO-0014,2014-11-20 18:00:00,14.037,64.875,52.3,961.0
DEMO-0014,2014-11-21 00:00:00,14.091,64.85,48.9,966.1
DEMO-0014,2014-11-21 06:00:00,14.207,64.715,50.0,964.5
DEMO-0014,2014-11-21 12:00:00,14.251,64.644,47.4,968.4
DEMO-0014,2014-11-21 18:00:00,14.326,64.594,45.9,970.7
DEMO-0014,2014-11-22 00:00:00,14.382,64.478,44.9,972.1
DEMO-0014,2014-11-22 06:00:00,14.412,64.456,43.5,974.3
DEMO-0014,2014-11-22 12:00:00,14.523,64.354,42.0,976.4
DEMO-0014,2014-11-22 18:00:00,14.566,64.223,39.7,980.0
